Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Lithuania;LTU;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0681714;0,5688607;1,9249642;3,7705645;6,9387494;11,0960742;17,0832699;18,3012972;19,9271556;21,6411879;23,4756910;25,0987729;27,6138551;26,7740416;28,1161968;29,2384566;27,5015580;27,4237795;27,7429264;28,2512613;28,7934514;29,3964666
Luxembourg;LUX;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,2753541;1,3067571;3,4011149;7,9731229;15,0798090;20,9418210;26,8157077;29,3061283;31,3577093;33,2040941;32,7578222;31,9835653;32,5006537;33,5929534;34,2987805;34,8160884;35,9896827;36,8967270;37,3725953;37,3077411;38,0966682;38,6651307
Latvia;LVA;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0118703;0,1371198;0,4298960;0,8513552;2,1713381;2,7212609;4,9763307;15,5583986;19,1641416;21,3855752;20,6933044;22,0234822;23,1852675;24,4156248;25,1113976;25,2768260;26,3065778;26,9186265;27,1743567;26,5541036;25,8595442;26,1378960;26,4016824
Macao SAR, China;MAC;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,8638654;2,2289933;3,7703624;6,0047607;9,5089689;13,9229134;18,3749716;21,4421827;22,9792567;23,2296725;23,7002891;24,1086299;24,8120172;25,5818421;26,7306887;27,6216235;28,3967461;29,1258031;29,6558631;30,1362762;30,7563550;29,9497384;29,9962024
St, Martin (French part);MAF;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Morocco;MAR;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0067901;0,0091059;0,2147088;0,8180378;1,2720696;1,5317835;1,5639755;1,5017749;1,5598211;1,8156600;2,0743128;2,5031066;2,9054768;3,3104839;3,5740417;3,8752624;4,3092925;4,8019086;5,6960230;6,0819346;
Monaco;MCO;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,4641922;8,1925780;15,1423455;20,2221810;23,5947388;29,5572633;34,3631877;38,6512900;40,8009541;41,3567483;41,5938272;46,8993961;46,8530259;47,6937842;49,2938244;49,9292710;50,2117558;51,9868265;53,1583354;55,2897338;56,5435242;57,6732268;58,9569223
Moldova;MDA;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0056898;0,0100780;0,0145824;0,0600198;0,2597852;0,5527110;1,3620877;3,0224094;5,0050780;7,3611286;9,9113077;11,9331682;13,7381203;15,2529584;16,3054542;17,2831548;18,3722339;19,8334605;21,5639794;23,3075093;24,9005881;24,4441790
Madagascar;MDG;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0070335;0,0118143;0,0170034;0,0216697;0,0248078;0,0306602;0,1353160;0,1610475;0,1025563;0,0953446;0,1034627;0,0957678;0,1013576;0,1089596;0,1133740;0,1069767;0,1104901
Maldives;MDV;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0650053;0,1692315;0,2373119;1,0618270;1,9955407;3,2002977;4,5591496;4,4064096;4,3014708;4,7105010;4,6599181;5,0785071;4,7612649;5,3204678;6,4521455;7,7330127;9,6772283;10,5387823;12,3795287;14,6738568;17,4103214
Middle East & North Africa;MEA;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,1686055;0,3227263;;0,8572080;0,8736956;1,2533523;1,6646760;2,0951248;2,5331593;3,3928511;4,2433787;4,5252880;5,2745998;6,7888933;7,4083884;8,6943393;9,3797327;9,3528963;10,6459959;11,8924083;14,6715586
Mexico;MEX;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0153259;0,0503047;0,2293824;0,4182112;1,0171473;1,8231299;2,8254193;4,1590936;6,8675462;8,6818709;9,4042826;10,1322998;11,2972859;10,8686149;10,9742088;12,2827288;13,1040758;13,8396163;14,8039257;15,4718854;17,8648749;19,3992346;19,4880817
Marshall Islands;MHL;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,5003895;2,7211964;2,0238818;2,0691510;2,1192278;;2,2357360;2,3034044;;
Middle income;MIC;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0279964;0,1268639;0,3547637;0,8156157;1,1233163;1,6182422;2,1190622;2,8075621;3,5499544;4,3457657;5,3702961;5,8428952;6,3190577;6,7214905;8,2842671;9,3258364;10,8319218;11,3651833;12,1893925;13,2758608;14,6115663;15,8489219
North Macedonia;MKD;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5982695;1,7531796;4,8239779;8,6765247;11,1390725;12,3573188;13,4264048;14,8737924;16,1013978;16,8192426;17,2878354;18,0803584;18,7641544;20,2491518;21,4882772;22,5273700;23,7137777;24,1917503
Mali;MLI;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0226446;0,0227258;0,0362309;0,0548407;0,0516383;0,0528812;0,0261585;0,0171077;;0,0193177;0,1146731;0,0797458;0,6066629;0,6929502;1,1487257;0,6626529;0,7906358
Malta;MLT;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,4148172;2,2769997;4,3684318;5,5873528;9,2079707;12,5324226;12,8765218;20,3799738;23,7562953;27,3540313;30,0626858;30,3793225;31,5784577;32,6861322;33,9478229;35,7451832;36,6177398;37,8142095;39,0232838;40,2103512;41,3367019;41,9931352;43,0300064
Myanmar;MMR;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0005092;0,0082369;0,0133469;0,0205112;0,0474132;0,0464660;0,0439767;;;;0,0639442;0,1728309;0,2133688;0,2450347;0,9160088;1,2893556;1,6599829;2,0805933
Middle East & North Africa (excluding high income);MNA;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0440630;;;0,3357057;0,5504371;0,7981981;1,1235359;1,5285651;2,2884838;3,0752759;3,7159259;4,4932800;4,8529250;5,5613469;6,8273523;7,5221762;7,5781699;8,7591718;9,4879605;11,1346487
Montenegro;MNE;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,2111377;;2,8250322;6,2947174;9,3996660;10,2473045;10,2426763;13,8642858;15,0992356;16,3745834;17,7287110;18,1358801;21,7295608;25,1845341;28,3601102;29,2785288;29,9885802;31,2598671
Mongolia;MNG;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0019817;0,0036078;0,0198692;0,0354617;0,0703330;0,1355936;0,2838071;1,2340696;1,5028620;2,8400900;3,4276285;3,9452447;4,9111226;6,7950061;7,0173563;7,4646937;9,2083410;9,6779036;9,8354179;9,3374839;11,3654055;12,8539422
Northern Mariana Islands;MNP;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mozambique;MOZ;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0106144;0,0299194;0,0509714;0,0612747;0,0750767;0,1194171;0,1202159;0,1142575;0,1420386;0,1585874;0,1682487;0,2157585;0,2383846;0,2310504;0,2245156;0,2041801;0,1824352
Mauritania;MRT;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0054442;0,0315783;0,1268429;0,1817318;0,2039056;0,1698806;0,1736540;0,1841801;0,2012312;0,2081613;0,2442337;0,2749581;0,3037730;0,3096439;0,2467011;0,4102828;0,4164487;0,2936147
Mauritius;MUS;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0230961;0,0953040;0,2050577;0,4290774;2,2055446;2,7650277;4,1163015;5,6939466;7,3186164;9,1923255;10,9253576;12,5824074;14,0854554;15,2650150;16,4308055;18,9999390;21,2061162;23,6986019;24,9031459;25,3211334;25,7258927
Malawi;MWI;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0005708;0,0011119;0,0031672;;0,0069208;0,0070989;0,0072313;0,0073717;0,0114221;0,0079454;0,0547714;0,0519542;0,0345653;0,0499379;0,0604882;0,0618362;0,0601993;0,0632449;0,0662301;0,0726673
Malaysia;MYS;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0169905;0,0799505;0,4462596;0,9967139;1,8635575;2,8329560;3,8209690;4,8051105;5,5058609;7,3048947;8,5892564;9,8478730;9,7521779;10,0011570;9,8613295;8,6238786;8,4057303;8,3211749;9,0370022;10,1168696;11,1220409;12,4426082
North America;NAC;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,2764561;1,0776766;2,7088142;4,9384306;7,3189086;9,9951709;13,1248323;17,6770066;20,5523532;24,0737506;25,6673263;26,3968738;27,6293516;28,6041181;29,6587252;30,5122257;30,8845135;32,0078804;32,7814036;33,3361522;33,9138640;34,8091054;36,5951178;37,8340458;38,1393418
Namibia;NAM;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0068268;0,0099670;0,0127269;0,0156974;0,0230667;0,4494419;0,8258533;1,1097270;1,6212220;1,8373599;3,0844122;2,7694039;2,7819012;2,6126501;2,8185547;3,1649216;3,5303427;3,7533521
New Caledonia;NCL;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0584104;0,3038208;0,7107399;2,1563049;3,9646322;6,3512936;8,1466273;10,0582036;12,8887523;14,6106355;16,0594659;17,6556015;19,3926062;20,7622561;19,5635123;;;;19,2729541;19,2037095;19,1104934;
Niger;NER;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0005761;0,0015301;0,0024156;0,0032354;0,0039922;0,0062352;0,0090103;0,0122316;0,0204351;0,0343105;0,1546251;0,1350747;0,0368373;0,0397922;;0,0469215;0,0493144;0,0475196;
Nigeria;NGA;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0003559;;0,0361404;0,0444775;0,0523373;0,0615758;;0,0083957;0,0086106;0,0087747;0,0085263;0,0572072;0,0572798;0,0372831;0,0410025;0,0313511;0,0308887;0,0442965
Nicaragua;NIC;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0136633;0,0308891;0,0440958;0,0827156;0,0928480;0,1931186;0,3443517;0,4913104;0,7597388;1,3634194;1,2514059;1,4319098;1,6799636;2,1519667;1,7944083;1,8465697;2,7706603;3,2423881;2,9276660;3,2656135;4,2977429;4,3781950;4,8508921
Netherlands;NLD;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,4802007;;1,6353091;2,9170981;7,2925396;12,3267107;19,7949671;25,2124130;31,8038878;33,5972305;35,2656650;37,0641201;38,0872326;38,9067922;39,6418318;40,2671386;40,4091499;41,2478896;42,1779783;42,3635504;42,8478654;42,9560586;43,1614982;43,5076578;44,4659176
Norway;NOR;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,5187253;1,9614680;4,5237370;8,7347955;14,6259906;21,4406505;26,7005529;30,9425944;33,0791456;34,5446658;35,2443003;36,0483297;37,0134145;37,6076532;38,4810869;39,5051900;40,2356304;41,0282390;41,5234963;42,2679038;44,3816441;44,9813910;45,7693043
Nepal;NPL;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0036314;0,0410165;0,0446403;0,0631888;0,2215520;0,3471526;0,8438059;1,1374701;0,9125374;1,0963471;0,8046463;1,7854678;2,7781562;3,5758264;4,3272893;4,2284017;
Nauru;NRU;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,2764378;;;;;;;;;;;;
New Zealand;NZL;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,1208218;0,4439299;1,1016607;2,0647069;4,6967860;7,7671670;11,2488630;20,2065904;21,4767528;23,7592862;25,1245992;26,8871873;28,8416800;29,5687545;31,2348049;31,6059592;32,7864919;33,3526328;34,0524160;34,2311426;34,8732912;35,1113743;35,9262012
OECD members;OED;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,4451815;2,8857285;4,8054584;6,9287708;9,7657509;13,1721787;16,3863275;19,3378913;21,3185338;22,7561899;24,0148855;25,1492065;25,9996040;26,8229248;27,4725983;28,5098207;29,4076709;30,2762466;31,0479649;31,8242682;33,3232041;34,3185169;34,8799351
Oman;OMN;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0041544;0,0056995;0,0273153;0,5272273;0,7774848;0,7593451;1,1794779;1,4300536;1,9252760;2,4058567;3,2396530;4,0982191;4,3966121;5,4655491;6,3548355;7,4781694;9,1712726;10,2442070;11,3578270;11,5852956;
Other small states;OSS;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,0999499;;3,7396546;4,2463083;4,9879684;5,1385398;5,9522309;6,2083465;6,5594001;6,7254526;6,9159060;7,0369418;7,1122995;7,2233832;7,5979877;8,0568745;8,4921956;8,8944089
Pakistan;PAK;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0083729;0,0149441;0,0248196;0,0903997;0,2059869;0,4060009;0,5872532;0,7501311;0,7928920;0,9645466;0,8499810;1,1653604;1,0712657;0,9840825;0,9111528;1,0752522;1,2744166;1,3295320
Panama;PAN;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,2538693;0,3920230;0,4726855;0,5163242;0,5313884;3,3467574;4,3793678;5,6130045;6,5849512;7,1280160;7,6678774;7,8495295;8,0403375;7,9732986;7,9898956;10,6779712;10,7704154;12,9696772;12,6550963;13,8310254;14,8181208;15,4837385
Peru;PER;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0002857;0,0040444;;0,1368271;0,3399589;0,8159845;1,2527753;1,7085292;1,9937423;2,5187750;2,8530928;3,1902725;4,1107893;4,8497611;5,3690944;5,8215057;6,5103800;6,8119907;7,3095443;8,0180987;7,3032602;8,2941217;8,9073794;9,2908848
Philippines;PHL;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0125587;0,0258348;0,0663107;0,1051916;0,1425901;0,3015068;0,5539788;1,1459609;1,8531076;;1,8590812;2,1896861;2,5805388;2,8620718;2,8146769;2,8466693;3,1846906;3,4894811;5,7191856;7,0741643;8,4507431;7,5666943
Palau;PLW;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,3717285;0,5042610;0,4944187;0,5215326;0,5810910;0,7542760;1,2891046;2,8399123;5,0039006;10,1376018;6,2373567;6,8787232;;;;;;;
Papua New Guinea;PNG;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0418465;0,0605118;0,0804402;0,0960721;0,1146197;0,1370423;0,1559518;0,1727678;0,1910291;0,1974811;;0,2095890;0,2153926;0,2110672;
Poland;POL;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0310375;0,3148563;0,5068468;2,2693130;2,4501275;7,5521789;10,8354100;11,5845071;14,5142233;15,1784968;18,0527631;17,8317674;18,2116997;18,7493598;18,8455334;19,0176905;19,8092940;20,3819451;20,3617167;21,7787506;22,6572833;22,9683856
Pre-demographic dividend;PRE;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0385212;0,0443780;0,0488109;0,0528574;;0,0903695;0,0887202;0,1184062;0,1438955;0,2085688;0,7758169;0,8501910;0,8109101;1,0652192;1,0414853;1,1908124
Puerto Rico;PRI;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0633329;0,5934050;1,4203420;2,2609946;3,1077695;3,9623015;4,8258746;11,3452162;12,8456996;14,8340928;15,1221390;15,6704997;16,6408577;17,1441653;20,1413648;20,0088268;19,6077540;18,3482267;18,5230524;20,5187488;;
Korea, Dem, People's Rep,;PRK;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Portugal;PRT;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0029023;0,2441988;0,9575562;2,4982566;4,7934070;7,9833285;11,0748382;13,5024117;14,4531033;15,4563197;18,0508459;20,0850818;21,2311684;22,7215212;24,4956513;27,4565129;30,3140939;32,6689025;34,6798700;36,7808036;38,5592390;40,4033252;41,9214560;43,5502268
Paraguay;PRY;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0029275;0,0057565;0,0094580;0,0093401;0,0563113;0,1022480;0,1084074;0,1538422;0,2267434;1,3578956;1,5513784;2,0551382;2,2985750;2,6071441;3,0394595;3,4823040;3,9360957;4,5671998;4,9772416;6,3121648;8,4966749;10,7802307;10,8841006
West Bank and Gaza;PSE;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0005135;0,2085825;0,7419134;1,4813947;;;;3,7584866;4,3941245;4,9166694;5,3095771;6,0607185;6,9177726;7,5806782;7,4868923;7,3248391;7,3883633;7,9554288;
Pacific island small states;PSS;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,4191829;0,5067825;0,6721797;0,8032743;0,8333270;1,3721165;1,4866389;0,9481349;0,9441491;1,1976433;1,2007482;1,1634452;1,0778451;1,2346690;1,6787946;1,6125354;1,6790488;
Post-demographic dividend;PST;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,7230327;3,7413116;6,1666839;8,7417861;12,0453610;15,3938752;18,8676985;21,7811150;23,7996096;25,2707321;26,7752218;27,9556292;28,9033619;29,8836888;30,6909955;31,8586841;32,8367052;33,6833697;34,4096803;35,3834846;36,7231308;37,5619670;39,0196853
French Polynesia;PYF;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0098020;0,0123486;0,3594607;1,7036521;4,0581421;6,6329333;8,4837766;9,8628448;10,6382602;11,3630598;12,6198447;14,0273009;15,5885457;17,1592387;17,7896891;18,8875868;19,5241158;20,0903208;20,6861806;21,1976683;24,5937928;25,5538251
Qatar;QAT;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0319692;0,3995853;1,4030573;3,0174029;4,6079050;7,1169330;7,3515676;8,9897744;8,5081214;9,1233591;9,7145871;10,5864355;10,1817867;9,8474554;9,7765615;9,4610352;9,6831207;10,1409038;10,7277065;11,6019619;13,5670296
Romania;ROU;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0275260;0,0729673;0,9129141;0,4897534;1,7878119;5,2129659;9,4108097;12,2218668;13,7425794;14,7556866;16,2369126;17,5861312;18,8885023;20,0861269;21,4112081;22,4746967;24,1373546;25,9584145;27,0291383;29,2393421;31,5631221;32,3695538
Russian Federation;RUS;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0075749;0,2371882;0,4684876;1,1059905;2,0222693;3,4202063;6,4782409;9,0004032;10,9423470;12,2717013;14,5306830;16,4526396;17,2471416;18,5408507;18,9451932;21,3723751;22,0008863;22,5249235;23,2250180;23,7285693;
Rwanda;RWA;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0130575;0,0130729;0,0183817;0,0267033;0,0114496;0,0220436;0,0382383;0,0817345;0,0507180;0,0250510;0,0256587;0,1814401;0,1820567;0,1780817;0,0598557;0,0692246;0,1345239;0,2369801;0,3467594
South Asia;SAS;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0045840;0,0074429;0,0126895;0,0217332;0,1009959;0,1657007;0,2079585;0,3490972;0,5292357;0,7532628;0,9344080;1,0370645;1,0890698;1,2380846;1,3863701;1,6084497;1,6086729;1,6732747;1,7220784;2,0501601;2,3883004;2,7500709
Saudi Arabia;SAU;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0633888;0,1537434;0,1986191;0,2903413;0,2778875;0,8595403;2,3602818;3,8199676;5,0474942;5,8194007;6,4722913;8,2414790;;;19,3453020;19,1449884;19,4579805;19,4809729;18,9853470;21,9191537;29,4521485;36,9600004
Sudan;SDN;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0027505;0,0042958;0,0068078;0,1362565;0,1391694;;0,0400119;0,0506397;0,0705038;0,0714268;0,0558356;0,0735974;0,0669830;0,0750962;0,0746493;0,0757817;0,0647653;0,0666401;0,0636747
Senegal;SEN;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0117867;0,0228377;0,0716443;0,1642784;0,2568144;0,3297512;0,3988738;0,4815077;0,6276635;0,7200518;0,7222053;0,7850574;0,7398692;0,7008201;0,6667387;0,7375414;0,8335201;0,9502474;1,0791050;1,2343275;1,4307783
Singapore;SGP;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,2586458;0,7563379;1,7021898;3,6638596;6,4642882;9,8688865;12,7669479;15,1036749;17,5612487;19,8573700;22,1395411;24,6172993;25,9199510;26,6636674;26,6270012;27,2615056;26,4608109;26,3043410;27,8697247;25,5998496;25,6873463;25,6375071;25,5454012;25,6907017;37,3597149
Solomon Islands;SLB;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0423922;0,0932670;0,1317309;0,1981693;0,2906971;0,3789070;0,4666965;0,4388492;0,3755088;0,3235085;0,2234773;0,2317762;0,2609449;0,1811589;0,2257114;0,1548164;0,1446780;0,1412727;
Sierra Leone;SLE;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0021375;0,0021861;0,0021851;
El Salvador;SLV;Fixed broadband subscriptions (per 100 people);IT.NET.BBND,P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,3252280;0,4857964;0,7008162;1,0188856;1,4850936;2,0347229;2,4528220;2,8667489;3,3564986;3,9293726;4,5981969;5,1358993;5,6651783;6,3243959;7,2010199;7,8431832;8,3609850;9,3123320;9,7147098;10,5867188
